Qtr,ld_MassTransit_qtr,ld_Transport_qtr,ld_LandPassTerm_qtr,ld_unemployment_qtr,ld_bus_qtr,ld_rail_qtr,ld_OtherTransMod_qtr,ld_TransEmply_qtr,ld_rgdp,covid
2012 Q2,0.2058993851341313,0.21500733690731977,0.01586190430046841,-0.008097210232619556,-0.014346995035047883,0.016768456315325864,0.0676874911833103,-0.03336197574945743,0.004453416266322563,0
2012 Q3,0.04692152128646043,0.12313367671527331,0.10450177794940885,-0.020534602441708127,-0.007332968681883045,0.005287057281005758,0.023027192485223225,-0.09411573346618063,0.0014392437648602652,0
2012 Q4,-0.025074666596374584,-0.03361906789803726,0.04657858936458936,-0.02947581813295308,0.022633397127695076,-0.027202323594593736,-0.07689233705248455,0.13505946357984655,0.0011557374157504796,0
2013 Q1,-0.031278269954757576,-0.19576064803092663,-0.2534252470065965,-0.00858374369139181,-0.02762769432905543,-0.009176065799490374,-0.025049898423144867,-0.004356060731785405,0.009817259265517464,0
2013 Q2,0.06160780938949273,0.18214074131565638,0.21582683344959008,-0.02620237239402412,0.01859623589948356,0.06058681377293951,0.08405715820113357,-0.001934167299491918,0.0026727882651371715,0
2013 Q3,-0.08131010727067434,0.06518817444328562,-0.045729718016325194,-0.040637645731826044,-0.007959891231681837,-0.001978827764446578,0.03400531440919252,-0.12819848254681432,0.008477896552495423,0
2013 Q4,-0.01835966659087873,-0.06714910726864076,0.048280739807928796,-0.0423592738391414,0.010714815676443834,0.00618430689771543,-0.09621595323431009,0.16591225271462307,0.008679640238263175,0
2014 Q1,-0.029975797104651036,-0.1404793973289955,-0.07400998577374907,-0.03922071315328157,-0.04870981801361651,-0.041417023782244655,-0.04410002228282295,-0.0044984331368613795,-0.0034569281496601434,0
2014 Q2,0.05287319127766921,0.20295857465032796,0.2897375716338786,-0.07257069283483553,0.04086833521481026,0.0829347776013698,0.11819390677861463,-0.009828260201853567,0.012835690229149321,0
2014 Q3,0.06782259633876109,0.09039807065128969,0.024341972668928236,-0.02173998663640564,-0.0036370899228650444,-0.00987254645811575,0.04584183978670353,-0.07828722132929045,0.012080648325781596,0
2014 Q4,-0.033883316644363504,-0.06449532739201658,-0.03362517497247808,-0.06234313057413576,0.007854073924647764,-0.01326844362176871,-0.09399450257162201,0.12428492732461471,0.005044586015433339,0
2015 Q1,-0.06380939241405414,-0.157612088613849,-0.03586882406191805,-0.02967576814611661,-0.061395424668752696,-0.08980641688292579,-0.04944077449265194,-0.0074534506545802515,0.008964547876924911,0
2015 Q2,0.21576949086149355,0.22456648668139323,0.242082302280604,-0.018237587549780887,0.02930614706179213,0.08547250537659679,0.12705345187246664,-0.005067749620796036,0.006174946582536478,0
2015 Q3,0.0014087816370818018,0.06080709801900497,0.0793939046922354,-0.06331227941432704,-0.00833336656544148,-0.012936790842928758,0.051112897394339996,-0.08759042650222248,0.003994462115688435,0
2015 Q4,-0.13172301330982705,-0.1285911421518371,-0.0793939046922354,-0.013158084577510998,0.008292714569591908,0.016291879905530493,-0.10968623495279672,0.10863819055925106,0.001843091727106838,0
2016 Q1,-0.11324303587009865,-0.1906839942242442,-0.11137444094368831,-0.02684725003618782,-0.03862989325567767,-0.056354430872975314,-0.031488085280049205,-0.007323113746723564,0.005778466518471248,0
2016 Q2,0.10679833042745557,0.16020624726507293,0.10375696864629091,0.0067796869853786745,-6.178890958388195e-4,0.06369019042234214,0.10004901436856883,9.350164309065434e-4,0.0032060956626729364,0
2016 Q3,-0.003237995273774885,0.0859055176064416,-0.016274449127333668,-0.0067796869853786745,-0.016199924949781064,-0.03594517588718915,0.03940899116294716,-0.08793424474504441,0.0070688591911043375,0
2016 Q4,-0.08927437790620374,-0.05487459679828888,-0.05138419934647942,-0.02758795651882906,-0.008183637385688058,-0.002710263858727302,-0.12417000186990279,0.09968073810549072,0.005527685286210726,0
2017 Q1,0.06907167058868424,-0.17118512493390625,-0.17977933643077648,-0.042863704431782335,-0.0299730596062453,-0.025723692287300537,-0.03364801306123155,-4.6193949414075064e-4,0.00485708733103607,0
2017 Q2,0.053689758685401046,0.22067948435904938,0.18431449159616875,-0.04478360262697345,0.0060971070232724855,0.05962059708002698,0.12042570252466334,-0.0033057881344991102,0.005583111012978037,0
2017 Q3,0.029868337712468218,0.02507764756913744,-0.20409535634351528,-0.007662872745569427,-0.020876748160045366,-0.04614932674830996,0.05520107309813227,-0.09372864962578298,0.007854315256849986,0
2017 Q4,0.029494764883111202,8.978388341240873e-4,-0.0966429210055928,-0.03922071315328113,0.019157665982497463,0.02125851477680385,-0.11069954601390819,0.11236191409138208,0.011207427769392098,0
2018 Q1,-0.08156274576174383,-0.12129882418888727,-0.1774434983405193,-0.03252319170555973,-0.03972328872590225,-0.058461938540798286,-0.05576709538651414,-0.014733593308596582,0.008101194549169577,0
2018 Q2,0.0636696242476944,0.19194844217125961,0.1700815018994497,-0.02510592113107668,0.03208912307695755,0.05927268837079325,0.13182322003033775,-0.006751415636975011,0.0052942123037702515,0
2018 Q3,-0.007551004919218229,0.09866030301068918,0.041019019444547666,-0.04329680575332384,-0.022488286024419324,-0.0336492390417078,0.05284749335277539,-0.08971386074633614,0.0062176048252240435,0
2018 Q4,0.0010101010959857604,-0.10814246011507578,-0.041019019444547666,0.017544309650909362,0.03108461512722016,0.017263417778252688,-0.11340249453260398,0.11100384287510323,0.0014154399831838305,0
2019 Q1,0.08974195483780889,-0.08687982400647698,-0.27139506747708,0.008658062743114758,-0.054851303307994925,-0.07256721531633303,-0.05823229272521502,-0.008291217727627753,0.006223772907269165,0
2019 Q2,0.20498240023938408,0.2338724256534661,0.07468477323102718,-0.062242308877221486,0.04057834866672039,0.09694806438266568,0.14823375330223953,-0.001902950146085658,0.00831677793289387,0
2019 Q3,0.07459120661237506,0.10007850080938496,-0.22802802467368366,-0.009216655104923976,-0.00853258348406527,-0.002255811648055328,0.03361431100106671,-0.11891668291779744,0.011632102580911408,0
2019 Q4,-0.05707631877381658,-0.08253419115847649,-0.3776081536051983,0,0.0011979731278124461,0.018539860124906937,-0.13827322470593728,0.12186798855237768,0.006795635968053659,0
2020 Q1,-0.06131751049694856,-0.09142005793978214,-0.14458122881110924,0.0628009012390307,-0.1384682459822244,-0.2104802935950083,-0.16406853326561333,-0.014179957296843071,-0.013250619707967815,1
2020 Q2,0.1046925785762376,0.16391913695721172,-0.09309042306601256,1.221214610760442,-0.9080328371345452,-1.8004690699879156,-0.9510430419010802,-0.4799768099116033,-0.08204320604026805,1
2020 Q3,0.10405085049708873,0.10100279479761198,0.05425058974974917,-0.3901976359773762,0.3131857040062762,0.6783554981651605,0.4346570312514153,-0.06096683364889621,0.074757496362448,1
2020 Q4,-0.07031438732101236,-0.11750355291262338,0.02606010666986336,-0.2627431241045284,-0.04602808098083955,0.12105394801654157,-0.08473153576541392,0.2535050928774467,0.011271389657039776,1
2021 Q1,-0.038701012379810606,-0.1348311895414369,-0.12302181451266136,-0.08209736218720076,-0.05092554111295655,-0.045729980522484226,-0.03412027926323624,-0.02175068964399962,0.013861646534742533,1
2021 Q2,0.04890865460146898,0.13454095590131843,0.04271111809304884,-0.049325066562501796,0.15335973969339278,0.30558645359735337,0.2913538402160274,0.035468808393604334,0.016875713541761428,1
2021 Q3,0.015118715657681747,0.027955834763837117,-0.06849523524876489,-0.15790302944580858,0.12857200797703783,0.1844128231925133,0.16450326790335268,-0.08813944453908995,0.00821667914192048,1
2021 Q4,-0.1237192597687411,-0.1381120058124914,0.07197349962509136,-0.18759861389479848,0.05448957702698465,0.1152881572598119,-0.11828746483236685,0.15991156532501627,0.017012023089712613,1
2022 Q1,-0.07887986202809927,-0.10431680571441859,0.4769240720903092,-0.09134977858822779,-0.06125108520998168,-0.06912299101255925,-0.06231013860149659,0.004460853335878312,-0.002551237912953752,1
2022 Q2,0.17212960154303403,0.16559572607312845,0.09844007281325062,-0.05358424613410673,0.11221669441200532,0.1885879101340393,0.24282335411837153,0.00460216386940715,0.001564245950852694,1
2022 Q3,0.03810948433748251,0.08740925217212592,0.030771658666754576,-0.027908788117076533,0.05384329947526112,0.024185826649777198,0.10950482578725484,-0.0809224780497857,0.00719306332529257,1
2022 Q4,-0.22091242201615913,-0.12182947605860406,-0.06858710966357151,0.009389740349839304,0.011333961211423826,0.06297294998116953,-0.14175776907579163,0.1334112875870641,0.006878691350323152,1
2023 Q1,-0.13926681115527018,-0.12698764084617764,0.0040485885260004295,-0.009389740349839304,0.031088733157151438,-0.032284790288354515,-0.0011595052331543343,0.009357594243640577,0.007212436699248315,1
2023 Q2,0.12136085700426591,0.18559975969994724,0.20067069546215066,0,0.04837668538478823,0.08166962430549418,0.1570026671736855,-0.014184634991957878,0.006259090548017099,1
2023 Q3,0.050788965554467325,0.09942206099988482,0.03731170843735754,0.03704127168034921,0.02217679395099026,-0.012339817200114567,0.08134382968870213,-0.060715831813112686,0.011470027396089932,0
2023 Q4,-0.1208328092873927,-0.13105879174015556,-0.1454308465342642,0.03571808260207954,0.03702519195806886,0.03185894434060543,-0.12131027151203,0.13528452731062224,0.00840514902646916,0
2024 Q1,-0.24662576559210692,-0.15253121866853192,-0.02423231338776688,0.008733679968754515,7.646217423058488e-4,-0.010974411756702551,-0.0395171346414287,0.011834457647003305,0.0020964144146446984,0
2024 Q2,0.10345558824829126,0.18802838478961093,0.15845407538731138,0.04255961441879608,0.04210780081964671,0.0817419457266908,0.1484603199827852,0.0089070266598128,0.008815888542738293,0
2024 Q3,0.07944250358613303,0.1012025055091641,0.07145896398214546,0.04082199452025481,0.008350479122178456,-0.034275895564778835,0.06260384106380812,-0.08743040067059837,0.008213953149049047,0
2024 Q4,-0.11706283396878803,-0.10565817900278418,-0.04445176257083361,-0.008032171697264001,0.011549453832198964,0.0529305275852785,-0.10271836337004103,0.13847230191985815,0.004588204928328565,0
2025 Q1,-0.14813926699111235,-0.11960815954508419,-0.11094907368877927,-0.008097210232619556,-0.05197394034573222,-0.06441653293558502,-0.06831412032957829,-0.005655559171149349,-0.0016264860564199068,0
2025 Q2,0.15513418386290212,0.19324110430489938,0.24016080516878446,0.016129381929883557,0.04493964302304576,0.0980136606801949,0.16459333950606592,-0.0056877265313222125,0.009415531607956495,0
